coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Dent,DENT,5.704676777477219e-08,0.023,0.017,0.008,0.00032765302722041187,223840664.0,2022-03-16
Chia,XCH,0.0015806481117870822,0.012,-0.021,-0.084,0.0001769577884191886,221396095.0,2022-03-16
Status,SNT,1.376731796720211e-06,0.012,0.0069999999999999,-0.034,0.00013270672484146117,219753630.0,2022-03-16
Power Ledger,POWR,1.2224924128066179e-05,0.01,0.005,-0.023,0.0005559901301956122,216689443.0,2022-03-16
Medibloc,MED,9.733601082022522e-07,0.011,0.025,0.025,0.0001333308729263931,215001420.0,2022-03-16
xSUSHI,XSUSHI,9.219436412251799e-05,0.002,0.033,0.055,1.8519557653927357e-06,213613208.0,2022-03-16
Chromia,CHR,9.2043941414852e-06,0.0289999999999999,0.045,0.031,0.0010081605622740842,213564555.0,2022-03-16
Yield Guild Games,YGG,5.895586967589284e-05,0.027,0.009,-0.057,0.00030271770710174606,212099797.0,2022-03-16
Telos,TLOS,1.9874169213924878e-05,0.02,0.052,-0.096,7.592126258243208e-05,212084558.0,2022-03-16
COTI,COTI,4.889091356996892e-06,0.017,0.048,0.008,0.000268967330927363,210898806.0,2022-03-16
Alchemix USD,ALUSD,2.4193038464605636e-05,-0.001,-0.001,0.0,5.23472101274321e-05,208898318.0,2022-03-16
Celer Network,CELR,8.993537987838916e-07,0.0289999999999999,0.0279999999999999,-0.003,0.0006190114463051861,208463091.0,2022-03-16
Orbs,ORBS,1.7515663560202462e-06,0.006,0.02,0.023,0.00048682941320835326,208178410.0,2022-03-16
Vulcan Forged,PYR,0.00021180442078081143,0.027,0.039,-0.044,0.0006650004412498256,207895650.0,2022-03-16
Energy Web Token,EWT,0.00011912482312671793,0.015,-0.009,0.042,3.839278824924814e-05,205388247.0,2022-03-16
Astar,ASTR,2.504532651386269e-06,0.009,0.0069999999999999,0.032,0.00013794364832366338,205235595.0,2022-03-16
Origin Protocol,OGN,1.0532356910489599e-05,0.0069999999999999,-0.068,0.612,0.003149713064616848,205164994.0,2022-03-16
Cratos,CRTS,7.162471481008098e-08,-0.009,-0.037,-0.13,0.00023362627469449026,203670465.0,2022-03-16
Ocean Protocol,OCEAN,1.1388017656579801e-05,0.0279999999999999,0.051,0.074,0.0003801301243594345,202627972.0,2022-03-16
XYO Network,XYO,3.966084293792527e-07,0.001,0.009,-0.032,7.887013789421376e-05,202482367.0,2022-03-16
Dopex,DPX,0.027322042435089868,0.034,0.006,0.031,7.990550566873138e-05,200498616.0,2022-03-16
PLEX,PLEX,1.9778796570370364e-05,0.013,0.0279999999999999,-0.008,0.0002654256012385582,198958494.0,2022-03-16
LUKSO Token,LYXE,0.00031661485582418415,0.016,0.015,-0.001,1.980323832528763e-05,198688328.0,2022-03-16
DAO Maker,DAO,5.3133067729038796e-05,0.012,-0.01,-0.042,6.143683265402911e-05,196210425.0,2022-03-16
Boba Network,BOBA,2.9356626446051464e-05,0.0069999999999999,0.061,0.136,7.563675392966846e-05,192933914.0,2022-03-16
Mdex,MDX,5.43056341470476e-06,0.018,0.0289999999999999,0.051,0.0001255662532646112,192821569.0,2022-03-16
UFO Gaming,UFO,1.826555713175635e-10,0.03,0.033,-0.009,8.800161769697115e-05,191533622.0,2022-03-16
Ardor,ARDR,4.6809989724211946e-06,0.0139999999999999,0.02,-0.011,0.00010825962453978372,191059042.0,2022-03-16
Pundi X,PUNDIX,1.7955701542485146e-05,0.0139999999999999,0.022,-0.006,7.415673242683416e-05,190637766.0,2022-03-16
Mask Network,MASK,9.825978281715761e-05,0.032,0.07,0.023,0.0008087899026531486,189430950.0,2022-03-16
Kyber Network Crystal Legacy,KNCL,7.448334153417027e-05,0.025,0.02,-0.0,0.0033020087012689235,189342359.0,2022-03-16
Interest Bearing Bitcoin,IBBTC,0.9861878285485667,0.019,0.023,0.052,5.616469727765486e-08,187618251.0,2022-03-16
Coinmetro,XCM,1.4791057207719532e-05,0.005,-0.055,-0.017,9.441674151460944e-07,184318822.0,2022-03-16
MX Token,MX,4.512671505211449e-05,0.016,0.017,0.0289999999999999,6.562409647525564e-06,184031159.0,2022-03-16
Reserve Rights Token,RSR,3.34965762191443e-07,0.015,0.136,0.133,0.0010039008033766211,182389151.0,2022-03-16
Radicle,RAD,0.00010747921923300984,0.018,0.016,0.021,8.77326091819362e-05,182383890.0,2022-03-16
Conflux,CFX,2.819958685182308e-06,0.02,0.0069999999999999,-0.072,8.557241125667857e-05,180397101.0,2022-03-16
Wonderland,TIME,0.004775425446627666,0.017,0.011,-0.085,2.5599961881895596e-05,179963381.0,2022-03-16
XSGD,XSGD,1.787503147384644e-05,0.004,0.004,0.006,7.113087424838223e-05,179572544.0,2022-03-16
MiL.k Alliance,MLK,1.9719403990512456e-05,0.012,0.0289999999999999,0.0279999999999999,0.00011687953075456511,179537968.0,2022-03-16
Civic,CVC,6.508339793392664e-06,0.024,0.0559999999999999,0.032,0.00025906731701283583,179389403.0,2022-03-16
Unibright,UBT,2.8628776202694707e-05,0.022,0.176,0.654,4.963532467201424e-05,177414204.0,2022-03-16
Aragon,ANT,0.00011208893744093597,0.027,0.05,0.051,0.0005420717659874898,176410722.0,2022-03-16
Yoshi.exchange,YOSHI,3.251064416726407e-05,0.038,0.135,0.244,5.3737682950381805e-05,173731724.0,2022-03-16
SuperFarm,SUPER,1.4706602317815369e-05,0.025,0.012,0.023,0.00027384300454038544,173202752.0,2022-03-16
Divi,DIVI,1.5186192112190413e-06,-0.003,0.057,-0.0409999999999999,4.019575805598389e-06,172881299.0,2022-03-16
BTSE Token,BTSE,0.00020428330159945828,0.006,0.012,0.127,2.839126396725737e-05,170044358.0,2022-03-16
GMX,GMX,0.0005526809514195584,0.0279999999999999,0.038,-0.062,6.670332377089637e-05,168867621.0,2022-03-16
Request,REQ,5.298846782331965e-06,0.018,-0.001,0.122,0.0003259147851603159,168625356.0,2022-03-16
Multichain,MULTI,0.0002229647911789483,0.0139999999999999,0.049,-0.195,2.5576003985272656e-05,168453270.0,2022-03-16
Ergo,ERG,7.90930597420964e-05,0.006,0.004,0.0819999999999999,1.6319142222090876e-05,168320273.0,2022-03-16
Rari Governance Token,RGT,0.0003619841876600885,0.021,-0.025,0.02,1.0200385180400637e-05,167699043.0,2022-03-16
FEG Token BSC,FEG,6.065418694639627e-14,0.0279999999999999,0.0,0.05,8.722814701572435e-06,166612893.0,2022-03-16
Alchemy Pay,ACH,9.841740387221537e-07,0.018,0.035,-0.003,0.0001613920081250551,166194387.0,2022-03-16
Numeraire,NMR,0.0006824809114848463,0.013,0.027,0.0,9.05774022771211e-05,165855215.0,2022-03-16
Power Cash,PRCH,1.3313308668915231e-08,-0.01,-0.023,-0.0069999999999999,1.8513171182925563e-06,164420955.0,2022-03-16
Moonriver,MOVR,0.0011851828128965785,0.021,-0.025,-0.062,0.00040885498650250707,163974343.0,2022-03-16
sBTC,SBTC,0.9852508426686187,0.02,0.026,0.054,2.0628301335789457e-05,162541982.0,2022-03-16
Cartesi,CTSI,7.560568628538747e-06,0.02,-0.01,0.02,0.000292320532310828,161866858.0,2022-03-16
JOE,JOE,2.1439338377239246e-05,0.032,0.035,-0.0969999999999999,0.00014248776052729815,161542087.0,2022-03-16
Veritaseum,VERI,0.0018266614940416655,0.034,0.502,0.4,2.214828143421605e-06,161292251.0,2022-03-16
Bifrost,BFC,3.6193323457862534e-06,0.013,0.017,0.01,2.359386777583798e-05,157313585.0,2022-03-16
inSure DeFi,SURE,1.4532625525660033e-07,0.025,0.121,0.163,2.1216754226041097e-05,156870603.0,2022-03-16
Aurora,AURORA,0.00016619247219712142,-0.001,-0.02,-0.059,2.2313483904373225e-05,155499279.0,2022-03-16
AscendEx Token,ASD,5.101793459780514e-06,0.006,-0.012,-0.03,3.857428485082611e-05,154656421.0,2022-03-16
Reef Finance,REEF,2.0514514323729606e-07,0.024,0.025,0.034,0.0003766864701523383,153505883.0,2022-03-16
World Mobile Token,WMT,1.5924926578495465e-05,0.002,0.005,-0.005,2.0988895297136608e-05,153058923.0,2022-03-16
Mango,MNGO,3.610234217744294e-06,0.021,0.011,-0.026,9.238582647530702e-06,152354623.0,2022-03-16
Beldex,BDX,2.4593088895990355e-06,0.018,0.013,0.44,2.9813254887637542e-06,152144019.0,2022-03-16
Poollotto.finance,PLT,0.00042724809281441086,0.004,0.004,0.015,1.2724698256422614e-05,152110576.0,2022-03-16
Biconomy,BICO,3.178279392390731e-05,0.012,0.077,0.035,0.0005072814997266905,151360962.0,2022-03-16
FEG Token,FEG,5.395796470751411e-14,0.017,0.009,0.024,1.8866791808368054e-05,151073649.0,2022-03-16
Ion,ION,0.17112753949979634,0.0069999999999999,0.001,-0.143,1.7331501440269595e-06,150512232.0,2022-03-16
MMFinance,MMF,2.668784222041003e-05,0.015,0.043,0.325,0.0007120401142386546,150442869.0,2022-03-16
Origin Dollar,OUSD,2.4102227015909493e-05,0.001,-0.002,0.001,1.5298808545526137e-05,150338408.0,2022-03-16
Verge,XVG,2.2143773600241666e-07,0.024,0.027,-0.047,7.902891937190427e-05,149908633.0,2022-03-16
Kishu Inu,KISHU,1.455700486713508e-15,0.046,0.094,0.147,0.00012263591597946717,149823531.0,2022-03-16
Band Protocol,BAND,8.782726266237746e-05,0.027,0.05,0.043,0.0004454445287733005,149778191.0,2022-03-16
Tokamak Network,TON,8.661417892344954e-05,0.01,0.025,-0.024,3.82518198474329e-05,149004019.0,2022-03-16
Storj,STORJ,2.5232141733696518e-05,0.023,0.042,0.106,0.0005071969911806777,147999404.0,2022-03-16
VeThor Token,VTHO,7.873377331880828e-08,0.021,-0.004,0.062,9.150376852629731e-05,147086117.0,2022-03-16
USDX,USDX,2.3510217889637885e-05,0.008,0.015,0.001,1.5129653367640824e-05,146788183.0,2022-03-16
OriginTrail,TRAC,9.717504301376934e-06,0.016,0.009,-0.042,4.1100410303753995e-05,146343514.0,2022-03-16
Merit Circle,MC,5.070690025118294e-05,0.025,0.068,0.036,0.0004469163341674946,146317069.0,2022-03-16
aelf,ELF,7.73420943492889e-06,0.018,0.016,-0.012,0.0002230574419194835,145914636.0,2022-03-16
Akash Network,AKT,2.6445225472624446e-05,0.016,-0.001,0.019,3.0307515960978962e-05,145104697.0,2022-03-16
GPEX,GPX,9.292221436587474e-05,0.006,0.002,-0.072,3.0970414390232576e-06,144648026.0,2022-03-16
StarLink,STARL,3.4925474200500224e-10,0.045,0.022,-0.004,0.00023936969710933192,143867182.0,2022-03-16
Pundi X [OLD],NPXS,1.4581034357686028e-08,0.0,-0.015,-0.128,0.0,142146180.0,2022-03-16
Acala,ACA,2.668784222041003e-05,0.035,0.022,0.018,0.000229137880135163,140584940.0,2022-03-16
Orchid Protocol,OXT,5.769304917962994e-06,0.021,0.0,0.066,0.000208975342403461,139760673.0,2022-03-16
Beta Finance,BETA,9.401204847288866e-06,0.019,0.012,-0.072,0.0003211342009222904,138948965.0,2022-03-16
Ark,ARK,2.0243383380704986e-05,0.0069999999999999,0.017,-0.0279999999999999,4.746017895246593e-05,137522294.0,2022-03-16
STASIS EURO,EURS,2.668784222041003e-05,0.006,0.008,0.0139999999999999,8.015452625560396e-05,136959838.0,2022-03-16
Magic,MAGIC,6.744745584838831e-05,0.069,0.283,0.004,0.00012825078045911598,136718105.0,2022-03-16
Keep3rV1,KP3R,0.008749487775355549,0.0069999999999999,0.022,0.006,0.000383500489496602,135437476.0,2022-03-16
Polkastarter,POLS,3.7362979122975764e-05,0.03,-0.012,0.31,0.0034544337761535458,135061007.0,2022-03-16
Hxro,HXRO,7.408957422847535e-06,0.008,0.0139999999999999,-0.062,2.3045839520954443e-06,133894630.0,2022-03-16
flexUSD,FLEXUSD,2.4504291490339764e-05,0.001,0.0,0.004,3.095004672595659e-06,132954034.0,2022-03-16
Bezoge Earth,BEZOGE,3.801804437800117e-14,0.012,-0.005,-0.0409999999999999,3.269217245085093e-06,132913608.0,2022-03-16
MaidSafeCoin,MAID,7.1552530896881485e-06,0.023,0.01,0.045,5.250231506911347e-08,132775927.0,2022-03-16
Prometeus,PROM,0.00019312293120132137,0.017,0.008,0.015,1.8457936839126278e-05,130200675.0,2022-03-16
Iron Bank EURO,IBEUR,2.620260872483886e-05,0.0,-0.004,0.009,1.6442245765833536e-06,130044220.0,2022-03-16
Metadium,META,1.8659377525246765e-06,0.0069999999999999,-0.036,0.046,0.0005666449904610865,129878030.0,2022-03-16
Sperax,SPA,4.040951730088043e-06,0.008,-0.017,-0.021,8.010257145096775e-06,129752776.0,2022-03-16
iExec RLC,RLC,4.391363131318656e-05,0.019,0.057,0.075,0.00011133112009479981,129524554.0,2022-03-16
DUSK Network,DUSK,7.891861797639964e-06,0.021,-0.046,-0.038,0.0004799435546956856,129420731.0,2022-03-16
DEAPCOIN,DEP,6.697780102369951e-07,0.004,-0.009,-0.133,9.135313411431719e-05,128916638.0,2022-03-16
StormX,STMX,3.39466025915848e-07,0.025,0.022,0.003,3.998609193906828e-05,128800635.0,2022-03-16
RMRK,RMRK,0.0003311718606913192,0.03,0.044,0.006,8.187668131306838e-05,128405686.0,2022-03-16
Qredo,QRDO,6.186727064931986e-05,0.035,0.134,0.089,0.0004111477295921506,126060547.0,2022-03-16
Stratis,STRAX,2.2594242620048188e-05,0.015,0.026,-0.0139999999999999,5.51218556059919e-05,125656753.0,2022-03-16
STP Network,STPT,2.08324779972092e-06,0.0069999999999999,0.006,-0.0409999999999999,0.0002028374259487654,125461512.0,2022-03-16
Steem,STEEM,7.655140636825569e-06,0.013,0.01,0.009,0.00010389440256712886,124507907.0,2022-03-16
Alpha Finance,ALPHA,6.776140159598393e-06,0.018,0.054,0.021,0.00012782012518480591,124373230.0,2022-03-16
NKN,NKN,4.668892396706694e-06,0.03,0.078,0.064,0.00015874143279125444,124009174.0,2022-03-16
RSK Infrastructure Framework,RIF,3.642866170321455e-06,0.017,0.032,0.0069999999999999,2.0592140101333362e-05,123524355.0,2022-03-16
Balancer,BAL,0.0002777961761784905,0.0279999999999999,0.022,0.01,0.00042153318434574367,123217404.0,2022-03-16
Dawn Protocol,DAWN,4.124484708754513e-05,0.016,0.023,0.033,4.1737055158970514e-05,122765002.0,2022-03-16
GXChain,GXC,3.9789146600831614e-05,0.021,-0.008,-0.019,0.00019274433348119487,122187268.0,2022-03-16
Sun Token,SUN,2.8142499578454415e-07,0.012,0.013,0.02,0.0006063286398463887,121791772.0,2022-03-16
Dero,DERO,0.000263481788059141,0.034,0.015,-0.141,1.3993983476930199e-05,120268451.0,2022-03-16
Kirobo,KIRO,3.0668697494036977e-06,0.019,0.019,-0.074,5.21848211566622e-07,119964465.0,2022-03-16
Alien Worlds,TLM,2.342364716319239e-06,0.036,0.039,-0.002,0.0007660989503767644,119120382.0,2022-03-16
Strike,STRK,0.0009207305578102909,0.0069999999999999,0.0139999999999999,-0.031,0.0001678030584098382,118658676.0,2022-03-16
Aavegotchi,GHST,4.731026578218475e-05,0.0069999999999999,0.008,0.017,0.0004884417382253192,117328055.0,2022-03-16
Victoria VR,VR,3.505253950977471e-06,0.051,-0.003,0.032,0.00012200541594499831,117291824.0,2022-03-16
Ankr Reward-Bearing Staked ETH,AETHC,0.053288099866842104,0.021,0.002,-0.02,2.2602756519289547e-05,116894099.0,2022-03-16
Decentral Games,DG,7.431181116944694e-06,0.005,0.002,0.003,1.4753766397354248e-05,116422219.0,2022-03-16
Meerkat Shares,MSHARE,0.31455673798868733,0.013,0.03,0.922,0.00014333591839780105,115928010.0,2022-03-16
FUNToken,FUN,2.652593355891935e-07,0.012,-0.004,-0.011,1.4729135332166254e-05,115804492.0,2022-03-16
THORChain (ERC20),RUNE,0.00017347097463068898,0.07,-0.07,0.762,3.173542731258512e-05,115794807.0,2022-03-16
TrueFi,TRU,4.371128862149446e-06,0.025,-0.008,0.069,0.00016668385525787273,115725924.0,2022-03-16
agEUR,AGEUR,2.668784222041003e-05,0.003,0.003,0.011,6.579589254520386e-05,115711833.0,2022-03-16
sETH2,SETH2,0.06648839188036022,0.027,0.035,0.068,3.4001468049148125e-07,114815124.0,2022-03-16
Maple,MPL,0.0006157613058438105,-0.005,-0.019,0.154,5.189962207460108e-05,114666914.0,2022-03-16
Spookyswap,BOO,0.00031127728737290124,0.0279999999999999,-0.0279999999999999,-0.109,8.846563796708247e-05,114555634.0,2022-03-16
AIOZ Network,AIOZ,5.759624509726349e-06,0.047,0.287,0.241,0.00023673874722831244,114207956.0,2022-03-16
Tomb Shares,TSHARE,0.07085549334050074,0.043,0.077,-0.351,0.00018314270584831091,113643147.0,2022-03-16
Beefy.Finance,BIFI,0.03531844782535496,0.012,0.047,-0.059,2.4679257152958817e-05,112999254.0,2022-03-16
TitanSwap,TITAN,2.7415692463766782e-05,0.0,-0.002,-0.072,4.2641189584767506e-07,112504097.0,2022-03-16
Phantasma,SOUL,2.620260872483886e-05,0.0279999999999999,0.13,-0.024,4.768018424811146e-05,112079479.0,2022-03-16
Tornado Cash,TORN,0.0011623768386047333,0.023,0.006,-0.071,0.00017426939482061786,111960444.0,2022-03-16
Alchemix,ALCX,0.0023082557383960517,0.0279999999999999,-0.042,-0.125,0.00014811960956766527,111651916.0,2022-03-16
DODO,DODO,9.503273713082263e-06,0.033,0.064,0.0,0.0009295742253426041,111498427.0,2022-03-16
Hoo Token,HOO,3.251064416726407e-05,-0.002,0.049,-0.0139999999999999,0.0001445822123227022,111488236.0,2022-03-16
BTC Standard Hashrate Token,BTCST,0.00037314455805822545,0.032,0.022,-0.08,0.00018590457838486713,110711281.0,2022-03-16
KardiaChain,KAI,8.032081874175847e-07,0.005,0.012,0.092,6.27111234869435e-05,110596002.0,2022-03-16
Klever,KLV,5.128379759746524e-07,0.027,0.034,0.054,7.645487812573049e-05,109983784.0,2022-03-16
Orion Protocol,ORN,7.59390420208838e-05,0.066,0.069,0.022,0.00018316188252204873,108618470.0,2022-03-16
BENQI Liquid Staked AVAX,SAVAX,0.0017783807612323339,0.035,0.036,0.003,4.004662532772581e-06,108588792.0,2022-03-16
PlatON Network,LAT,1.1017487006781778e-06,0.011,0.01,-0.0579999999999999,7.232550680109859e-05,108434635.0,2022-03-16
Hathor,HTR,1.1635826402767997e-05,0.052,0.047,0.025,5.849670853359313e-05,108345431.0,2022-03-16
Kava Swap,SWP,4.391363131318656e-05,-0.009,-0.013,0.02,3.1940105077826346e-05,107989085.0,2022-03-16
Proton,XPR,2.6635507225491634e-07,0.022,-0.02,-0.067,8.479341714105184e-05,107238670.0,2022-03-16
Utrust,UTK,5.66182569869398e-06,0.018,-0.011,-0.0069999999999999,0.00010534275062594075,107165105.0,2022-03-16
Regen,REGEN,2.093265756116383e-05,0.018,0.036,0.002,1.9537423045753566e-06,106505797.0,2022-03-16
My Neighbor Alice,ALICE,0.0001472683658698458,0.032,0.057,-0.002,0.0017139908863681745,105126141.0,2022-03-16
BakerySwap,BAKE,1.3305806001125738e-05,0.027,0.033,-0.005,0.00019009534613477843,104901896.0,2022-03-16
QuarkChain,QKC,3.792734582130394e-07,0.009,0.006,-0.019,3.9289086302518615e-05,103653419.0,2022-03-16
Hydra,HYDRA,0.0002166567557365231,0.005,-0.089,-0.004,7.680249201628482e-06,103576699.0,2022-03-16
TomoChain,TOMO,2.838615945490912e-05,0.02,0.046,0.039,8.977365627117931e-05,103142455.0,2022-03-16
Pylon Protocol,MINE,1.2993082876911044e-06,0.011,0.046,0.093,1.7716691945339864e-05,102790559.0,2022-03-16
Ellipsis,EPS,3.996504341893724e-06,0.0139999999999999,0.036,0.042,0.00014083511443935867,102630468.0,2022-03-16
Venus,XVS,0.00020670946907731412,0.017,0.0069999999999999,-0.011,0.00013411005691007664,102446263.0,2022-03-16
Railgun,RAIL,4.318578106982981e-05,0.013,0.0559999999999999,-0.0409999999999999,7.748946916728843e-06,102343090.0,2022-03-16
Seedify.fund,SFUND,0.000105053051755154,0.016,0.033,-0.161,5.942402412305339e-05,102337446.0,2022-03-16
Hermez Network,HEZ,0.00014775359936541695,0.009,0.003,0.0139999999999999,1.8265479672450643e-06,102164945.0,2022-03-16
Alpine F1 Team Fan Token,ALPINE,0.00021253227102416817,0.003,0.049,1.7180000000000002,0.002649900318337232,99922202.0,2022-03-16
ICHI,ICHI,0.0005504974006894882,0.023,0.049,0.133,1.5710390710493002e-05,99403281.0,2022-03-16
JasmyCoin,JASMY,5.151168399556974e-07,0.005,0.253,0.913,0.008289668185749707,99367227.0,2022-03-16
CRYPTO20,C20,7.132932381295767e-05,0.006,-0.047,-0.011,9.165001871223835e-07,98979226.0,2022-03-16
Decentral Games Governance,XDG,7.803282423023447e-06,0.01,0.013,0.002,2.0983699816672984e-06,98858963.0,2022-03-16
Metal,MTL,3.68777456274046e-05,0.024,0.0289999999999999,-0.0069999999999999,0.00021563710482689553,98095635.0,2022-03-16
Wilder World,WILD,2.838615945490912e-05,0.065,-0.002,-0.127,8.174603482925064e-05,97124495.0,2022-03-16
Wrapped Centrifuge,WCFG,1.1791731924895013e-05,0.004,0.021,-0.008,2.9381909184029995e-05,97035126.0,2022-03-16
Bitcoin Diamond,BCD,1.2512982992712e-05,0.008,0.025,-0.016,1.4217371876133434e-05,96592411.0,2022-03-16
sUSD,SUSD,2.4161643857442183e-05,-0.001,0.001,-0.002,0.00014586233728318038,95584478.0,2022-03-16
sETH,SETH,0.06629429848213175,0.025,0.034,0.065,8.715622154365822e-05,95094991.0,2022-03-16
Bounce,AUCTION,0.000317827939563112,0.016,0.018,0.027,3.0051418473807087e-05,94296802.0,2022-03-16
Augur,REP,0.0003258342922400363,0.019,0.02,-0.015,0.00013644398410731545,93213520.0,2022-03-16
Verasity,VRA,5.091526927426477e-07,0.048,0.0559999999999999,0.009,0.0010167002060830323,92248152.0,2022-03-16
Neutrino System Base Token,NSBT,0.0008848232791380243,0.0139999999999999,0.09,0.349,6.3044652619829e-06,92043237.0,2022-03-16
Platypus Finance,PTP,0.00011694127239664767,0.045,-0.049,-0.153,5.055432058843973e-05,91532885.0,2022-03-16
Ampleforth,AMPL,2.71730757159812e-05,0.019,0.146,0.235,0.00016995816441902682,91484573.0,2022-03-16
Wanchain,WAN,1.1487927233317905e-05,0.018,0.01,-0.024,0.00012600904283382466,91110234.0,2022-03-16
IDEX,IDEX,3.464979570845064e-06,0.013,-0.002,-0.018,0.00039651432228208144,90978713.0,2022-03-16
Dopex Rebate Token,RDPX,0.002461346906248756,0.0559999999999999,0.04,0.113,6.03819257303925e-05,90554011.0,2022-03-16
Everipedia,IQ,2.1850401489473526e-07,0.0069999999999999,0.031,0.022,5.848756034540138e-05,89718345.0,2022-03-16
ZoidPay,ZPAY,7.510977765291374e-06,0.037,0.049,0.32,3.4549427261101913e-06,89683955.0,2022-03-16
Electroneum,ETN,1.2341092733701635e-07,0.017,0.026,-0.017,3.0526986173918933e-06,89440714.0,2022-03-16
KeeperDAO,ROOK,0.002623657510517312,0.005,0.022,-0.001,7.255307229755165e-06,87457228.0,2022-03-16
cUNI,CUNI,4.311008432048178e-06,0.001,0.008,0.0,1.4132587158401531e-05,86960205.0,2022-03-16
Dvision Network,DVI,8.460167267652918e-06,0.011,0.045,-0.1689999999999999,1.5430784105741554e-05,85948342.0,2022-03-16
AllianceBlock,ALBT,5.386940923452912e-06,0.025,0.075,0.046,1.0259641274857808e-05,85612394.0,2022-03-16
Bonfida,FIDA,3.906129635747487e-05,0.02,0.0069999999999999,-0.114,7.580592636828621e-05,85251644.0,2022-03-16
Adventure Gold,AGLD,2.668784222041003e-05,-0.002,0.1889999999999999,0.098,0.0009879340217465048,85075417.0,2022-03-16
Avalaunch,XAVA,9.170913062694681e-05,0.0289999999999999,0.032,-0.022,1.225144349445736e-05,84389747.0,2022-03-16
HUNT,HUNT,1.8677583413846375e-05,0.005,0.044,-0.032,0.0012595871571625728,83873286.0,2022-03-16
Automata,ATA,8.924293106166743e-06,0.031,0.0409999999999999,0.035,0.00018155666892684686,83514063.0,2022-03-16
Banana,BANANA,0.0004539359350708253,0.016,-0.141,0.708,9.508005420144156e-06,83416764.0,2022-03-16
chrono.tech,TIME,0.0028667594917984682,0.023,0.036,-0.147,5.09593781965453e-06,83232136.0,2022-03-16
Celo Dollar,CUSD,2.424245949612956e-05,0.003,0.005,0.001,1.3306799197137337e-05,82951206.0,2022-03-16
CertiK,CTK,2.8628776202694707e-05,0.016,0.04,0.04,0.00013629992603439393,82919242.0,2022-03-16
Adshares,ADS,8.39453946978081e-05,0.0139999999999999,0.063,0.3289999999999999,2.1126894852972633e-05,82839334.0,2022-03-16
DFI.money,YFII,0.049779861693862545,0.022,0.086,0.104,0.00029126574621231847,81618922.0,2022-03-16
Gains Farm,GFARM2,0.05501698681156218,0.013,0.033,0.036,2.304255998179136e-06,81067367.0,2022-03-16
Gitcoin,GTC,0.0001375636959584224,0.04,0.06,-0.005,0.00022520448716662392,80324424.0,2022-03-16
Biswap,BSW,8.678303985586939e-06,0.019,0.042,0.149,8.93124149789904e-05,80023062.0,2022-03-16
